"",BBSSY.D.REN.EUR.A630.000000WT1010.A,BBSSY.D.REN.EUR.A630.000000WT1010.A_FLAGS,BBSSY.D.REN.EUR.A620.000000WT0505.A,BBSSY.D.REN.EUR.A620.000000WT0505.A_FLAGS,BBSSY.D.REN.EUR.A610.000000WT0202.A,BBSSY.D.REN.EUR.A610.000000WT0202.A_FLAGS
"",Daily yield of the current 10 year federal bond,,Daily yield of the current five-year Federal notes,,Daily yield of the current (two-year) Federal Treasury notes,
unit,PROZENT,,PROZENT,,PROZENT,
unit multiplier,one,,one,,one,
last update,2024-04-29 12:32:56,,2024-04-29 12:32:55,,2024-04-29 12:32:41,
2011-02-04,3.23,,2.40,,,
2011-02-05,.,No value available,.,No value available,,
2011-02-06,.,No value available,.,No value available,,
2011-02-07,3.27,,2.44,,,
2011-02-08,3.23,,2.44,,,
2011-02-09,3.27,,2.49,,,
2011-02-10,3.27,,2.47,,,
2011-02-11,3.27,,2.46,,,
2011-02-12,.,No value available,.,No value available,,
2011-02-13,.,No value available,.,No value available,,
2011-02-14,3.29,,2.45,,,
2011-02-15,3.31,,2.47,,,
2011-02-16,3.27,,2.41,,,
2011-02-17,3.23,,2.40,,,
2011-02-18,3.19,,2.35,,,
2011-02-19,.,No value available,.,No value available,,
2011-02-20,.,No value available,.,No value available,,
2011-02-21,3.20,,2.38,,,
2011-02-22,3.14,,2.34,,,
2011-02-23,3.15,,2.37,,,
2011-02-24,3.14,,2.36,,,
2011-02-25,3.17,,2.39,,,
2011-02-26,.,No value available,.,No value available,,
2011-02-27,.,No value available,.,No value available,,
2011-02-28,3.13,,2.36,,,
2011-03-01,3.19,,2.43,,,
2011-03-02,3.17,,2.40,,,
2011-03-03,3.23,,2.47,,,
2011-03-04,3.31,,2.62,,,
2011-03-05,.,No value available,.,No value available,,
2011-03-06,.,No value available,.,No value available,,
2011-03-07,3.30,,2.63,,,
2011-03-08,3.28,,2.60,,,
2011-03-09,3.27,,2.59,,,
2011-03-10,3.25,,2.55,,,
2011-03-11,3.19,,2.48,,,
2011-03-12,.,No value available,.,No value available,,
2011-03-13,.,No value available,.,No value available,,
2011-03-14,3.25,,2.56,,,
2011-03-15,3.11,,2.36,,,
2011-03-16,3.14,,2.38,,,
2011-03-17,3.12,,2.37,,,
2011-03-18,3.14,,2.41,,,
2011-03-19,.,No value available,.,No value available,,
2011-03-20,.,No value available,.,No value available,,
2011-03-21,3.21,,2.50,,,
2011-03-22,3.28,,2.59,,,
2011-03-23,3.24,,2.54,,,
2011-03-24,3.23,,2.54,,,
2011-03-25,3.27,,2.56,,,
2011-03-26,.,No value available,.,No value available,,
2011-03-27,.,No value available,.,No value available,,
2011-03-28,3.31,,2.62,,,
2011-03-29,3.31,,2.62,,,
2011-03-30,3.35,,2.67,,,
2011-03-31,3.35,,2.67,,,
2011-04-01,3.38,,2.71,,,
2011-04-02,.,No value available,.,No value available,,
2011-04-03,.,No value available,.,No value available,,
2011-04-04,3.39,,2.70,,,
2011-04-05,3.38,,2.68,,,
2011-04-06,3.39,,2.71,,,
2011-04-07,3.45,,2.75,,,
2011-04-08,3.46,,2.79,,,
2011-04-09,.,No value available,.,No value available,,
2011-04-10,.,No value available,.,No value available,,
2011-04-11,3.49,,2.81,,,
2011-04-12,3.46,,2.78,,,
2011-04-13,3.46,,2.77,,,
2011-04-14,3.41,,2.71,,,
2011-04-15,3.42,,2.74,,,
2011-04-16,.,No value available,.,No value available,,
2011-04-17,.,No value available,.,No value available,,
2011-04-18,3.34,,2.66,,,
2011-04-19,3.29,,2.62,,,
2011-04-20,3.31,,2.69,,,
2011-04-21,3.31,,2.71,,,
2011-04-22,.,No value available,.,No value available,,
2011-04-23,.,No value available,.,No value available,,
2011-04-24,.,No value available,.,No value available,,
2011-04-25,.,No value available,.,No value available,,
2011-04-26,3.26,,2.63,,,
2011-04-27,3.29,,2.63,,,
2011-04-28,3.31,,2.67,,,
2011-04-29,3.27,,2.65,,,
2011-04-30,.,No value available,.,No value available,,
2011-05-01,.,No value available,.,No value available,,
2011-05-02,3.27,,2.65,,,
2011-05-03,3.27,,2.64,,,
2011-05-04,3.30,,2.71,,,
2011-05-05,3.32,,2.73,,,
2011-05-06,3.18,,2.55,,,
2011-05-07,.,No value available,.,No value available,,
2011-05-08,.,No value available,.,No value available,,
2011-05-09,3.15,,2.52,,,
2011-05-10,3.13,,2.50,,,
2011-05-11,3.16,,2.50,,,
2011-05-12,3.11,,2.42,,,
2011-05-13,3.14,,2.46,,,
2011-05-14,.,No value available,.,No value available,,
2011-05-15,.,No value available,.,No value available,,
2011-05-16,3.08,,2.43,,,
2011-05-17,3.15,,2.49,,,
2011-05-18,3.10,,2.46,,,
2011-05-19,3.12,,2.50,,,
2011-05-20,3.12,,2.48,,,
2011-05-21,.,No value available,.,No value available,,
2011-05-22,.,No value available,.,No value available,,
2011-05-23,3.00,,2.34,,,
2011-05-24,3.04,,2.37,,,
2011-05-25,3.03,,2.32,,,
2011-05-26,3.05,,2.34,,,
2011-05-27,2.98,,2.24,,,
2011-05-28,.,No value available,.,No value available,,
2011-05-29,.,No value available,.,No value available,,
2011-05-30,2.99,,2.25,,,
2011-05-31,3.04,,2.33,,,
2011-06-01,3.05,,2.31,,,
2011-06-02,2.98,,2.26,,,
2011-06-03,3.02,,2.31,,,
2011-06-04,.,No value available,.,No value available,,
2011-06-05,.,No value available,.,No value available,,
2011-06-06,3.03,,2.32,,,
2011-06-07,3.04,,2.33,,,
2011-06-08,3.07,,2.35,,,
2011-06-09,3.04,,2.29,,,
2011-06-10,3.02,,2.23,,,
2011-06-11,.,No value available,.,No value available,,
2011-06-12,.,No value available,.,No value available,,
2011-06-13,2.95,,2.16,,,
2011-06-14,2.98,,2.19,,,
2011-06-15,3.01,,2.21,,,
2011-06-16,2.91,,2.09,,,
2011-06-17,2.95,,2.14,,,
2011-06-18,.,No value available,.,No value available,,
2011-06-19,.,No value available,.,No value available,,
2011-06-20,2.93,,2.12,,,
2011-06-21,2.95,,2.15,,,
2011-06-22,2.96,,2.17,,,
2011-06-23,2.93,,2.12,,,
2011-06-24,2.89,,2.05,,,
2011-06-25,.,No value available,.,No value available,,
2011-06-26,.,No value available,.,No value available,,
2011-06-27,2.87,,2.03,,,
2011-06-28,2.88,,2.04,,,
2011-06-29,2.96,,2.19,,,
2011-06-30,2.98,,2.25,,,
2011-07-01,3.03,,2.28,,,
2011-07-02,.,No value available,.,No value available,,
2011-07-03,.,No value available,.,No value available,,
2011-07-04,3.01,,2.29,,,
2011-07-05,3.00,,2.27,,,
2011-07-06,2.95,,2.17,,,
2011-07-07,2.96,,2.17,,,
2011-07-08,2.94,,2.12,,,
2011-07-09,.,No value available,.,No value available,,
2011-07-10,.,No value available,.,No value available,,
2011-07-11,2.75,,1.97,,,
2011-07-12,2.61,,1.82,,,
2011-07-13,2.72,,1.93,,,
2011-07-14,2.75,,1.91,,,
2011-07-15,2.71,,1.87,,,
2011-07-16,.,No value available,.,No value available,,
2011-07-17,.,No value available,.,No value available,,
2011-07-18,2.65,,1.83,,,
2011-07-19,2.72,,1.88,,,
2011-07-20,2.71,,1.90,,,
2011-07-21,2.78,,1.95,,,
2011-07-22,2.91,,2.09,,,
2011-07-23,.,No value available,.,No value available,,
2011-07-24,.,No value available,.,No value available,,
2011-07-25,2.80,,1.99,,,
2011-07-26,2.74,,1.92,,,
2011-07-27,2.70,,1.89,,,
2011-07-28,2.64,,1.82,,,
2011-07-29,2.60,,1.80,,,
2011-07-30,.,No value available,.,No value available,,
2011-07-31,.,No value available,.,No value available,,
2011-08-01,2.57,,1.77,,,
2011-08-02,2.41,,1.54,,,
2011-08-03,2.41,,1.61,,,
2011-08-04,2.42,,1.61,,,
2011-08-05,2.33,,1.47,,,
2011-08-06,.,No value available,.,No value available,,
2011-08-07,.,No value available,.,No value available,,
2011-08-08,2.41,,1.48,,,
2011-08-09,2.29,,1.44,,,
2011-08-10,2.33,,1.43,,,
2011-08-11,2.24,,1.32,,,
2011-08-12,2.30,,1.40,,,
2011-08-13,.,No value available,.,No value available,,
2011-08-14,.,No value available,.,No value available,,
2011-08-15,2.35,,1.43,,,
2011-08-16,2.30,,1.36,,,
2011-08-17,2.27,,1.33,,,
2011-08-18,2.15,,1.23,,,
2011-08-19,2.10,,1.23,,,
2011-08-20,.,No value available,.,No value available,,
2011-08-21,.,No value available,.,No value available,,
2011-08-22,2.12,,1.25,,,
2011-08-23,2.15,,1.27,,,
2011-08-24,2.16,,1.23,,,
2011-08-25,2.23,,1.32,,,
2011-08-26,2.19,,1.25,,,
2011-08-27,.,No value available,.,No value available,,
2011-08-28,.,No value available,.,No value available,,
2011-08-29,2.18,,1.24,,,
2011-08-30,2.18,,1.22,,,
2011-08-31,2.18,,1.25,,,
2011-09-01,2.19,,1.26,,,
2011-09-02,2.10,,1.17,,,
2011-09-03,.,No value available,.,No value available,,
2011-09-04,.,No value available,.,No value available,,
2011-09-05,1.93,,1.02,,,
2011-09-06,1.91,,1.03,,,
2011-09-07,1.92,,1.02,,,
2011-09-08,1.90,,1.01,,,
2011-09-09,1.83,,0.92,,,
2011-09-10,.,No value available,.,No value available,,
2011-09-11,.,No value available,.,No value available,,
2011-09-12,1.71,,0.84,,,
2011-09-13,1.71,,0.84,,,
2011-09-14,1.79,,0.94,,,
2011-09-15,1.90,,1.07,,,
2011-09-16,1.92,,1.08,,,
2011-09-17,.,No value available,.,No value available,,
2011-09-18,.,No value available,.,No value available,,
2011-09-19,1.78,,0.94,,,
2011-09-20,1.77,,0.94,,,
2011-09-21,1.81,,0.96,,,
2011-09-22,1.68,,0.85,,,
2011-09-23,1.70,,0.88,,,
2011-09-24,.,No value available,.,No value available,,
2011-09-25,.,No value available,.,No value available,,
2011-09-26,1.80,,0.95,,,
2011-09-27,1.88,,1.03,,,
2011-09-28,1.96,,1.24,,,
2011-09-29,1.98,,1.23,,,
2011-09-30,1.97,,1.24,,,
2011-10-01,.,No value available,.,No value available,,
2011-10-02,.,No value available,.,No value available,,
2011-10-03,1.82,,1.10,,,
2011-10-04,1.74,,1.03,,,
2011-10-05,1.76,,1.03,,,
2011-10-06,1.89,,1.14,,,
2011-10-07,1.94,,1.21,,,
2011-10-08,.,No value available,.,No value available,,
2011-10-09,.,No value available,.,No value available,,
2011-10-10,2.02,,1.29,,,
2011-10-11,2.05,,1.29,,,
2011-10-12,2.15,,1.39,,,
2011-10-13,2.17,,1.38,,,
2011-10-14,2.18,,1.39,,,
2011-10-15,.,No value available,.,No value available,,
2011-10-16,.,No value available,.,No value available,,
2011-10-17,2.24,,1.38,,,
2011-10-18,2.00,,1.21,,,
2011-10-19,2.12,,1.29,,,
2011-10-20,2.03,,1.31,,,
2011-10-21,2.02,,1.26,,,
2011-10-22,.,No value available,.,No value available,,
2011-10-23,.,No value available,.,No value available,,
2011-10-24,2.04,,1.25,,,
2011-10-25,2.15,,1.33,,,
2011-10-26,2.09,,1.24,,,
2011-10-27,2.11,,1.25,,,
2011-10-28,2.25,,1.36,,,
2011-10-29,.,No value available,.,No value available,,
2011-10-30,.,No value available,.,No value available,,
2011-10-31,2.11,,1.24,,,
2011-11-01,1.85,,1.02,,,
2011-11-02,1.81,,1.00,,,
2011-11-03,1.87,,1.03,,,
2011-11-04,1.93,,1.03,,,
2011-11-05,.,No value available,.,No value available,,
2011-11-06,.,No value available,.,No value available,,
2011-11-07,1.76,,0.90,,,
2011-11-08,1.83,,0.95,,,
2011-11-09,1.71,,0.87,,,
2011-11-10,1.78,,0.94,,,
2011-11-11,1.80,,0.95,,,
2011-11-12,.,No value available,.,No value available,,
2011-11-13,.,No value available,.,No value available,,
2011-11-14,1.84,,0.97,,,
2011-11-15,1.77,,0.86,,,
2011-11-16,1.83,,0.93,,,
2011-11-17,1.76,,0.93,,,
2011-11-18,1.91,,1.02,,,
2011-11-19,.,No value available,.,No value available,,
2011-11-20,.,No value available,.,No value available,,
2011-11-21,1.88,,1.01,,,
2011-11-22,1.92,,1.04,,,
2011-11-23,2.03,,1.03,,,
2011-11-24,2.22,,1.20,,,
2011-11-25,2.19,,1.19,,,
2011-11-26,.,No value available,.,No value available,,
2011-11-27,.,No value available,.,No value available,,
2011-11-28,2.31,,1.27,,,
2011-11-29,2.32,,1.28,,,
2011-11-30,2.30,,1.26,,,
2011-12-01,2.28,,1.16,,,
2011-12-02,2.18,,1.08,,,
2011-12-03,.,No value available,.,No value available,,
2011-12-04,.,No value available,.,No value available,,
2011-12-05,2.19,,1.09,,,
2011-12-06,2.23,,1.11,,,
2011-12-07,2.14,,1.07,,,
2011-12-08,2.10,,1.02,,,
2011-12-09,2.05,,0.99,,,
2011-12-10,.,No value available,.,No value available,,
2011-12-11,.,No value available,.,No value available,,
2011-12-12,2.07,,0.97,,,
2011-12-13,2.05,,0.97,,,
2011-12-14,2.03,,0.94,,,
2011-12-15,1.93,,0.85,,,
2011-12-16,1.93,,0.85,,,
2011-12-17,.,No value available,.,No value available,,
2011-12-18,.,No value available,.,No value available,,
2011-12-19,1.90,,0.83,,,
2011-12-20,1.92,,0.84,,,
2011-12-21,2.00,,0.90,,,
2011-12-22,1.97,,0.88,,,
2011-12-23,1.93,,0.87,,,
2011-12-24,.,No value available,.,No value available,,
2011-12-25,.,No value available,.,No value available,,
2011-12-26,.,No value available,.,No value available,,
2011-12-27,1.94,,0.88,,,
2011-12-28,1.92,,0.84,,,
2011-12-29,1.90,,0.80,,,
2011-12-30,1.83,,0.77,,,
2011-12-31,.,No value available,.,No value available,,
2012-01-01,.,No value available,.,No value available,,
2012-01-02,1.86,,0.77,,,
2012-01-03,1.92,,0.81,,,
2012-01-04,1.93,,0.82,,,
2012-01-05,1.89,,0.81,,,
2012-01-06,1.90,,0.81,,,
2012-01-07,.,No value available,.,No value available,,
2012-01-08,.,No value available,.,No value available,,
2012-01-09,1.87,,0.80,,,
2012-01-10,1.87,,0.79,,,
2012-01-11,1.88,,0.89,,,
2012-01-12,1.84,,0.84,,,
2012-01-13,1.81,,0.78,,,
2012-01-14,.,No value available,.,No value available,,
2012-01-15,.,No value available,.,No value available,,
2012-01-16,1.76,,0.74,,,
2012-01-17,1.82,,0.77,,,
2012-01-18,1.80,,0.79,,,
2012-01-19,1.80,,0.78,,,
2012-01-20,1.87,,0.85,,,
2012-01-21,.,No value available,.,No value available,,
2012-01-22,.,No value available,.,No value available,,
2012-01-23,1.91,,0.87,,,
2012-01-24,1.98,,0.93,,,
2012-01-25,1.98,,0.94,,,
2012-01-26,1.94,,0.89,,,
2012-01-27,1.89,,0.82,,,
2012-01-28,.,No value available,.,No value available,,
2012-01-29,.,No value available,.,No value available,,
2012-01-30,1.81,,0.79,,,
2012-01-31,1.83,,0.79,,,
2012-02-01,1.83,,0.76,,,
2012-02-02,1.81,,0.76,,,
2012-02-03,1.84,,0.80,,,
2012-02-04,.,No value available,.,No value available,,
2012-02-05,.,No value available,.,No value available,,
2012-02-06,1.88,,0.83,,,
2012-02-07,1.87,,0.83,,,
2012-02-08,1.98,,0.92,,,
2012-02-09,1.98,,0.92,,,
2012-02-10,1.99,,0.93,,,
2012-02-11,.,No value available,.,No value available,,
2012-02-12,.,No value available,.,No value available,,
2012-02-13,1.96,,0.93,,,
2012-02-14,1.93,,0.92,,,
2012-02-15,1.93,,0.91,,,
2012-02-16,1.83,,0.81,,,
2012-02-17,1.90,,0.89,,,
2012-02-18,.,No value available,.,No value available,,
2012-02-19,.,No value available,.,No value available,,
2012-02-20,1.94,,0.92,,,
2012-02-21,1.97,,0.94,,,
2012-02-22,1.94,,0.90,,,
2012-02-23,1.90,,0.88,,,
2012-02-24,1.89,,0.86,,,
2012-02-25,.,No value available,.,No value available,,
2012-02-26,.,No value available,.,No value available,,
2012-02-27,1.88,,0.83,,,
2012-02-28,1.83,,0.79,,,
2012-02-29,1.83,,0.82,,,
2012-03-01,1.83,,0.83,,,
2012-03-02,1.84,,0.83,,,
2012-03-03,.,No value available,.,No value available,,
2012-03-04,.,No value available,.,No value available,,
2012-03-05,1.79,,0.81,,,
2012-03-06,1.79,,0.78,,,
2012-03-07,1.79,,0.79,,,
2012-03-08,1.81,,0.79,,,
2012-03-09,1.80,,0.78,,,
2012-03-10,.,No value available,.,No value available,,
2012-03-11,.,No value available,.,No value available,,
2012-03-12,1.78,,0.77,,,
2012-03-13,1.77,,0.75,,,
2012-03-14,1.90,,0.88,,,
2012-03-15,1.98,,0.96,,,
2012-03-16,1.98,,1.00,,,
2012-03-17,.,No value available,.,No value available,,
2012-03-18,.,No value available,.,No value available,,
2012-03-19,2.02,,1.03,,,
2012-03-20,2.04,,1.05,,,
2012-03-21,2.06,,1.07,,,
2012-03-22,1.92,,0.94,,,
2012-03-23,1.89,,0.89,,,
2012-03-24,.,No value available,.,No value available,,
2012-03-25,.,No value available,.,No value available,,
2012-03-26,1.87,,0.88,,,
2012-03-27,1.95,,0.92,,,
2012-03-28,1.88,,0.88,,,
2012-03-29,1.84,,0.84,,,
2012-03-30,1.81,,0.81,,,
2012-03-31,.,No value available,.,No value available,,
2012-04-01,.,No value available,.,No value available,,
2012-04-02,1.83,,0.83,,,
2012-04-03,1.81,,0.81,,,
2012-04-04,1.81,,0.81,,,
2012-04-05,1.78,,0.73,,,
2012-04-06,.,No value available,.,No value available,,
2012-04-07,.,No value available,.,No value available,,
2012-04-08,.,No value available,.,No value available,,
2012-04-09,.,No value available,.,No value available,,
2012-04-10,1.70,,0.69,,,
2012-04-11,1.76,,0.67,,,
2012-04-12,1.77,,0.68,,,
2012-04-13,1.74,,0.67,,,
2012-04-14,.,No value available,.,No value available,,
2012-04-15,.,No value available,.,No value available,,
2012-04-16,1.72,,0.67,,,
2012-04-17,1.76,,0.70,,,
2012-04-18,1.75,,0.69,,,
2012-04-19,1.72,,0.69,,,
2012-04-20,1.69,,0.67,,,
2012-04-21,.,No value available,.,No value available,,
2012-04-22,.,No value available,.,No value available,,
2012-04-23,1.68,,0.63,,,
2012-04-24,1.67,,0.65,,,
2012-04-25,1.73,,0.68,,,
2012-04-26,1.72,,0.63,,,
2012-04-27,1.67,,0.62,,,
2012-04-28,.,No value available,.,No value available,,
2012-04-29,.,No value available,.,No value available,,
2012-04-30,1.69,,0.61,,,
2012-05-01,.,No value available,.,No value available,,
2012-05-02,1.65,,0.60,,,
2012-05-03,1.61,,0.57,,,
2012-05-04,1.61,,0.58,,,
2012-05-05,.,No value available,.,No value available,,
2012-05-06,.,No value available,.,No value available,,
2012-05-07,1.57,,0.55,,,
2012-05-08,1.57,,0.55,,,
2012-05-09,1.54,,0.56,,,
2012-05-10,1.50,,0.52,,,
2012-05-11,1.53,,0.54,,,
2012-05-12,.,No value available,.,No value available,,
2012-05-13,.,No value available,.,No value available,,
2012-05-14,1.45,,0.50,,,
2012-05-15,1.48,,0.52,,,
2012-05-16,1.46,,0.52,,,
2012-05-17,1.46,,0.51,,,
2012-05-18,1.41,,0.48,,,
2012-05-19,.,No value available,.,No value available,,
2012-05-20,.,No value available,.,No value available,,
2012-05-21,1.46,,0.52,,,
2012-05-22,1.46,,0.52,,,
2012-05-23,1.44,,0.49,,,
2012-05-24,1.37,,0.45,,,
2012-05-25,1.40,,0.48,,,
2012-05-26,.,No value available,.,No value available,,
2012-05-27,.,No value available,.,No value available,,
2012-05-28,1.38,,0.45,,,
2012-05-29,1.37,,0.44,,,
2012-05-30,1.32,,0.40,,,
2012-05-31,1.29,,0.40,,,
2012-06-01,1.15,,0.33,,,
2012-06-02,.,No value available,.,No value available,,
2012-06-03,.,No value available,.,No value available,,
2012-06-04,1.18,,0.34,,,
2012-06-05,1.18,,0.35,,,
2012-06-06,1.26,,0.43,,,
2012-06-07,1.37,,0.49,,,
2012-06-08,1.31,,0.43,,,
2012-06-09,.,No value available,.,No value available,,
2012-06-10,.,No value available,.,No value available,,
2012-06-11,1.39,,0.49,,,
2012-06-12,1.36,,0.47,,,
2012-06-13,1.51,,0.61,,,
2012-06-14,1.50,,0.59,,,
2012-06-15,1.49,,0.56,,,
2012-06-16,.,No value available,.,No value available,,
2012-06-17,.,No value available,.,No value available,,
2012-06-18,1.43,,0.49,,,
2012-06-19,1.47,,0.50,,,
2012-06-20,1.59,,0.62,,,
2012-06-21,1.59,,0.67,,,
2012-06-22,1.53,,0.59,,,
2012-06-23,.,No value available,.,No value available,,
2012-06-24,.,No value available,.,No value available,,
2012-06-25,1.52,,0.58,,,
2012-06-26,1.50,,0.57,,,
2012-06-27,1.53,,0.60,,,
2012-06-28,1.52,,0.58,,,
2012-06-29,1.60,,0.64,,,
2012-06-30,.,No value available,.,No value available,,
2012-07-01,.,No value available,.,No value available,,
2012-07-02,1.60,,0.61,,,
2012-07-03,1.54,,0.57,,,
2012-07-04,1.50,,0.51,,,
2012-07-05,1.46,,0.50,,,
2012-07-06,1.37,,0.37,,,
2012-07-07,.,No value available,.,No value available,,
2012-07-08,.,No value available,.,No value available,,
2012-07-09,1.31,,0.33,,,
2012-07-10,1.34,,0.34,,,
2012-07-11,1.32,,0.35,,,
2012-07-12,1.25,,0.31,,,
2012-07-13,1.24,,0.29,,,
2012-07-14,.,No value available,.,No value available,,
2012-07-15,.,No value available,.,No value available,,
2012-07-16,1.24,,0.29,,,
2012-07-17,1.25,,0.30,,,
2012-07-18,1.21,,0.28,,,
2012-07-19,1.20,,0.27,,,
2012-07-20,1.20,,0.27,,,
2012-07-21,.,No value available,.,No value available,,
2012-07-22,.,No value available,.,No value available,,
2012-07-23,1.13,,0.25,,,
2012-07-24,1.26,,0.32,,,
2012-07-25,1.26,,0.32,,,
2012-07-26,1.23,,0.30,,,
2012-07-27,1.31,,0.33,,,
2012-07-28,.,No value available,.,No value available,,
2012-07-29,.,No value available,.,No value available,,
2012-07-30,1.37,,0.37,,,
2012-07-31,1.35,,0.34,,,
2012-08-01,1.34,,0.33,,,
2012-08-02,1.38,,0.36,,,
2012-08-03,1.29,,0.34,,,
2012-08-04,.,No value available,.,No value available,,
2012-08-05,.,No value available,.,No value available,,
2012-08-06,1.38,,0.38,,,
2012-08-07,1.40,,0.39,,,
2012-08-08,1.44,,0.40,,,
2012-08-09,1.45,,0.41,,,
2012-08-10,1.39,,0.37,,,
2012-08-11,.,No value available,.,No value available,,
2012-08-12,.,No value available,.,No value available,,
2012-08-13,1.40,,0.39,,,
2012-08-14,1.42,,0.39,,,
2012-08-15,1.51,,0.46,,,
2012-08-16,1.55,,0.48,,,
2012-08-17,1.55,,0.47,,,
2012-08-18,.,No value available,.,No value available,,
2012-08-19,.,No value available,.,No value available,,
2012-08-20,1.56,,0.48,,,
2012-08-21,1.54,,0.46,,,
2012-08-22,1.52,,0.45,,,
2012-08-23,1.41,,0.39,,,
2012-08-24,1.35,,0.34,,,
2012-08-25,.,No value available,.,No value available,,
2012-08-26,.,No value available,.,No value available,,
2012-08-27,1.34,,0.35,,,
2012-08-28,1.36,,0.37,,,
2012-08-29,1.30,,0.33,,,
2012-08-30,1.36,,0.35,,,
2012-08-31,1.35,,0.35,,,
2012-09-01,.,No value available,.,No value available,,
2012-09-02,.,No value available,.,No value available,,
2012-09-03,1.34,,0.33,,,
2012-09-04,1.41,,0.37,,,
2012-09-05,1.42,,0.34,,,
2012-09-06,1.52,,0.42,,,
2012-09-07,1.59,,0.50,,,
2012-09-08,.,No value available,.,No value available,,
2012-09-09,.,No value available,.,No value available,,
2012-09-10,1.51,,0.45,,,
2012-09-11,1.52,,0.45,,,
2012-09-12,1.60,,0.64,,,
2012-09-13,1.60,,0.63,,,
2012-09-14,1.62,,0.65,,,
2012-09-15,.,No value available,.,No value available,,
2012-09-16,.,No value available,.,No value available,,
2012-09-17,1.67,,0.67,,,
2012-09-18,1.66,,0.65,,,
2012-09-19,1.62,,0.64,,,
2012-09-20,1.58,,0.60,,,
2012-09-21,1.62,,0.61,,,
2012-09-22,.,No value available,.,No value available,,
2012-09-23,.,No value available,.,No value available,,
2012-09-24,1.56,,0.57,,,
2012-09-25,1.52,,0.53,,,
2012-09-26,1.52,,0.57,,,
2012-09-27,1.46,,0.52,,,
2012-09-28,1.45,,0.52,,,
2012-09-29,.,No value available,.,No value available,,
2012-09-30,.,No value available,.,No value available,,
2012-10-01,1.49,,0.54,,,
2012-10-02,1.48,,0.55,,,
2012-10-03,1.46,,0.53,,,
2012-10-04,1.44,,0.50,,,
2012-10-05,1.46,,0.52,,,
2012-10-06,.,No value available,.,No value available,,
2012-10-07,.,No value available,.,No value available,,
2012-10-08,1.49,,0.53,,,
2012-10-09,1.48,,0.54,,,
2012-10-10,1.49,,0.53,,,
2012-10-11,1.47,,0.52,,,
2012-10-12,1.49,,0.52,,,
2012-10-13,.,No value available,.,No value available,,
2012-10-14,.,No value available,.,No value available,,
2012-10-15,1.47,,0.51,,,
2012-10-16,1.49,,0.52,,,
2012-10-17,1.58,,0.59,,,
2012-10-18,1.64,,0.65,,,
2012-10-19,1.61,,0.63,,,
2012-10-20,.,No value available,.,No value available,,
2012-10-21,.,No value available,.,No value available,,
2012-10-22,1.60,,0.63,,,
2012-10-23,1.59,,0.63,,,
2012-10-24,1.56,,0.58,,,
